Height,Weight
5.481940307223,51.252494060000004
5.959598449493,61.9095473816
5.783226020042,69.41177762480001
5.68471439278,64.5621987568
5.648981907072999,65.4520101832
5.724817710072,55.9289822208
5.816834339932,64.1808639624
5.834557666176,61.8982075816
5.658551903245,50.971176301599996
5.565194440588,54.733676582399994
5.540638617077,57.811026147199996
5.635275245889,51.774351656
5.6918710565840005,56.976008634399996
5.593044429448001,55.5476927856
5.689970224011,52.6559530672
5.92429763028,63.50174602
5.5384144512999995,58.741207261599996
5.720770211691,64.8515450936
5.935858458988999,62.55147078
5.594262762294,56.265774280799995
5.652813572206999,64.0837952744
5.7398985373730005,65.1082328064
5.290093717295,
5.701820219271,58.7413886984
5.6356677457319995,64.3420705592
5.600717759712,58.8419500448
5.903526805255,64.602160212
5.6245260835219995,59.67011831839999
5.544498615533,49.1387099808
5.453412818634,51.6605907824
5.79360601589,46.856779347199996
5.48443113956,54.7728669312
5.65135607279,57.0567026512
5.882918480165,61.78943622
5.983734273172,63.548919588
5.767175193129,58.39938033040001
5.566971106544,64.3190734448
5.638241911369,54.9898199848
5.6505819064330005,59.5783112976
5.337110365155,48.403482708
5.714550214179,56.4086104016
5.431961993881,56.6350888872
5.804842678062,63.3536935912
5.663940234422999,62.3097516032
5.498404467304,48.2848230408
5.722705210917,58.4062749288
5.573404437304,66.08096085039999
5.641554410044,52.988163848
5.818428505960999,65.145563428
5.757345197061,61.20430254
5.826230169506999,66.6879576648
5.610982755605999,57.301596972
5.855780157687,56.918493168800005
5.758617696552,52.484404572799995
5.448627820548,56.0137132064
5.8487034938510005,67.0829002192
5.867178486461,70.7144031304
5.545311115208,58.093432526399994
5.530346121194,54.1453223992
5.6280810821000005,60.6973227616
5.542012783194,58.39203213999999
5.749962700014,62.3894477176
5.691960223215,58.858279356800004
5.584376932915,58.433535808
5.900490973136,61.378481867999994
5.684956892683,49.7188087896
5.754926031362,64.6225264928
5.644250242299,60.213884408
5.601304426144001,46.95924578
5.613966921079,56.5764848008
5.439191990989,58.6556598104
5.903562638574001,60.78926586000001
5.827032669186,63.68291066479999
5.357087857163999,46.6451786792
5.68709772516,58.2962788688
5.529754454763999,54.5667093672
5.696893554575,62.8694841312
5.45640615077,60.3084129808
5.809953509351,52.4458038936
5.643792742482,55.575906208
5.719948545353,61.0650044368
5.565335273864999,55.2922297712
5.837620164951,70.4776281064
5.523204457384,58.4869689456
5.766829359934,58.5593168696
5.761231862173,63.26397309359999
5.613694421188001,63.9066222392
5.841078496900999,59.6888970272
5.84804766078,54.940514534399995
5.685461059148,59.6531086184
5.677441062356,61.9370350568
5.8535443252479995,64.1785506432
5.9572909504160005,63.7797525568
5.767061859840999,50.8663965496
5.838585997897999,60.535027543999995
